original_title,english_title,rating,year,film_poster,genres
The Bourne Identity,,7.54,2002,https://fwcdn.pl/fpo/14/97/31497/7521213_1.7.webp,Sensacyjny
Amores perros,,7.54,2000,https://fwcdn.pl/fpo/10/40/31040/7536862_1.7.webp,Dramat;Thriller
No Country for Old Men,,7.54,2007,https://fwcdn.pl/fpo/92/89/259289/7184354_2.7.webp,Dramat;Thriller
The Hobbit: The Desolation of Smaug,,7.54,2013,https://fwcdn.pl/fpo/98/67/469867/7585361_1.7.webp,Fantasy;Przygodowy
It's a Wonderful Life,,7.53,1946,https://fwcdn.pl/fpo/17/93/31793/8045962_1.7.webp,Dramat;Fantasy;Świąteczny
Twardowsky 2.0,,7.53,2016,https://fwcdn.pl/fpo/48/50/774850/7770185_1.7.webp,Sci-Fi;Krótkometrażowy
Lord of War,,7.53,2005,https://fwcdn.pl/fpo/15/32/111532/7521217_2.7.webp,Dramat
Harry Potter and the Goblet of Fire,,7.53,2005,https://fwcdn.pl/fpo/57/46/95746/7537945_1.7.webp,Familijny;Fantasy;Przygodowy
La grande bellezza,,7.53,2013,https://fwcdn.pl/fpo/83/17/658317/7592862_1.7.webp,Dramat;Komedia
The Hunt for Red October,,7.53,1990,https://fwcdn.pl/fpo/87/74/8774/7377925_1.7.webp,Sensacyjny
Adams æbler,,7.53,2005,https://fwcdn.pl/fpo/43/13/4313/7110620_1.7.webp,Dramat;Czarna komedia
Fracture,,7.53,2007,https://fwcdn.pl/fpo/62/44/286244/7169440_2.7.webp,Thriller;Dramat sądowy
Legends of the Fall,,7.53,1994,https://fwcdn.pl/fpo/12/29/1229/7620581_1.7.webp,Melodramat
Citizen Kane,,7.53,1941,https://fwcdn.pl/fpo/12/79/31279/7333988_1.7.webp,Dramat
La haine,,7.53,1995,https://fwcdn.pl/fpo/81/06/8106/7200447_1.7.webp,Dramat
Sztuka spadania,,7.53,2004,https://fwcdn.pl/fpo/58/25/95825/6945915_1.7.webp,Animacja;Fantasy;Krótkometrażowy;Groteska filmowa
The Fugitive,,7.53,1993,https://fwcdn.pl/fpo/12/33/1233/7571842_1.7.webp,Sensacyjny
Crash,,7.52,2004,https://fwcdn.pl/fpo/79/96/107996/7532123_2.7.webp,Dramat
Billy Elliot,,7.52,2000,https://fwcdn.pl/fpo/14/71/1471/7175842_1.7.webp,Dramat;Komedia;Muzyczny
Cinderella Man,,7.52,2005,https://fwcdn.pl/fpo/70/60/107060/7043480_2.7.webp,Biograficzny;Dramat
Paperman,,7.52,2012,https://fwcdn.pl/fpo/68/31/656831/7464646_2.7.webp,Animacja;Komedia;Krótkometrażowy
The Martian,,7.52,2015,https://fwcdn.pl/fpo/55/33/715533/7722529_2.7.webp,Sci-Fi
Limitless,,7.52,2011,https://fwcdn.pl/fpo/82/52/548252/7358317_1.7.webp,Thriller;Sci-Fi
Call Me by Your Name,,7.52,2017,https://fwcdn.pl/fpo/93/94/779394/7840335_1.7.webp,Melodramat
A Dog's Purpose,,7.52,2017,https://fwcdn.pl/fpo/64/06/756406/7758017_2.7.webp,Familijny;Komedia
Dirty Harry,,7.52,1971,https://fwcdn.pl/fpo/43/57/4357/7468709_1.7.webp,Kryminał;Sensacyjny
Amator,,7.52,1979,https://fwcdn.pl/fpo/38/08/3808/8012401_1.7.webp,Obyczajowy;Psychologiczny;Polityczny
Rękopis znaleziony w Saragossie,,7.52,1964,https://fwcdn.pl/fpo/09/02/902/7826101_1.7.webp,Dramat;Fantasy;Kostiumowy;Poetycki
American Sniper,,7.52,2014,https://fwcdn.pl/fpo/60/40/656040/7666910_2.7.webp,Biograficzny;Dramat;Wojenny
Pay It Forward,,7.52,2000,https://fwcdn.pl/fpo/15/07/1507/7531931_1.7.webp,Dramat
Cast Away,,7.52,2000,https://fwcdn.pl/fpo/14/70/1470/6917175_1.7.webp,Dramat
Logan,,7.51,2017,https://fwcdn.pl/fpo/35/52/713552/7774933_2.7.webp,Dramat;Akcja;Sci-Fi
Finding Neverland,,7.51,2004,https://fwcdn.pl/fpo/85/90/98590/6986606_1.7.webp,Dramat
Falling Down,,7.51,1993,https://fwcdn.pl/fpo/13/98/11398/7869875_1.7.webp,Thriller
21 Grams,,7.51,2003,https://fwcdn.pl/fpo/70/88/97088/7761502_1.7.webp,Kryminał;Thriller
Batman Begins,,7.51,2005,https://fwcdn.pl/fpo/63/76/106376/8143257.7.webp,Akcja;Sci-Fi
The Fighter,,7.51,2010,https://fwcdn.pl/fpo/04/35/420435/7358318_1.7.webp,Biograficzny;Dramat;Sportowy
Das Boot,,7.51,1981,https://fwcdn.pl/fpo/12/89/1289/7241913_1.7.webp,Dramat;Wojenny
Red Dragon,,7.51,2002,https://fwcdn.pl/fpo/23/59/32359/7381659_1.7.webp,Thriller
Deadpool,,7.51,2016,https://fwcdn.pl/fpo/46/75/514675/7716978_1.7.webp,Komedia;Akcja;Sci-Fi
Searching for Sugar Man,,7.51,2012,https://fwcdn.pl/fpo/44/73/644473/7509252_1.7.webp,Biograficzny;Dokumentalny;Muzyczny
About Time,,7.51,2013,https://fwcdn.pl/fpo/44/32/644432/7563710_1.7.webp,Dramat;Fantasy;Komedia;Romans
Krótki film o miłości,,7.51,1988,https://fwcdn.pl/fpo/11/58/1158/8029002_1.7.webp,Dramat;Psychologiczny
Ostatnia rodzina,,7.51,2016,https://fwcdn.pl/fpo/56/83/735683/7748995_1.7.webp,Biograficzny
The Judge,,7.51,2014,https://fwcdn.pl/fpo/07/14/630714/7637769_2.7.webp,Dramat;Kryminał
The Butterfly Circus,,7.51,2009,https://fwcdn.pl/fpo/23/42/542342/7292037_1.7.webp,Dramat;Krótkometrażowy
Mommy,,7.51,2014,https://fwcdn.pl/fpo/93/53/709353/7635414_1.7.webp,Dramat
Nóż w wodzie,,7.5,1961,https://fwcdn.pl/fpo/08/94/894/6901080_1.7.webp,Dramat;Psychologiczny
Annie Hall,,7.5,1977,https://fwcdn.pl/fpo/09/35/935/7246193_1.7.webp,Komedia obycz.
Detachment,,7.5,2011,https://fwcdn.pl/fpo/71/77/587177/7563839_1.7.webp,Dramat
Misery,,7.5,1990,https://fwcdn.pl/fpo/12/37/1237/7463412_1.7.webp,Thriller
Dangerous Liaisons,,7.5,1988,https://fwcdn.pl/fpo/10/17/1017/7717287_1.7.webp,Kostiumowy;Melodramat
