original_title,english_title,rating,year,film_poster,genres
Platoon,,7.97,1986,https://fwcdn.pl/fpo/10/68/1068/7500874_1.7.webp,Dramat;Wojenny
Sen to Chihiro no Kamikakushi,,7.97,2001,https://fwcdn.pl/fpo/32/88/33288/8123334_1.7.webp,Fantasy;Przygodowy;Anime
The Notebook,,7.96,2004,https://fwcdn.pl/fpo/88/87/38887/7386912_1.7.webp,Melodramat
The Departed,,7.96,2006,https://fwcdn.pl/fpo/60/05/136005/7518097_2.7.webp,Kryminał
Bogowie,,7.94,2014,https://fwcdn.pl/fpo/43/78/694378/7632114_1.7.webp,Biograficzny;Dramat
Awakenings,,7.93,1990,https://fwcdn.pl/fpo/10/35/1035/7530907_1.7.webp,Dramat obyczajowy
Psycho,,7.93,1960,https://fwcdn.pl/fpo/13/21/1321/7541343_1.7.webp,Thriller
Hachi: A Dog's Tale,,7.92,2009,https://fwcdn.pl/fpo/99/35/449935/7350038_2.7.webp,Dramat
The Deer Hunter,,7.92,1978,https://fwcdn.pl/fpo/10/45/1045/7563795_1.7.webp,Dramat;Wojenny
Interstellar,,7.92,2014,https://fwcdn.pl/fpo/56/29/375629/7670122_2.7.webp,Sci-Fi
Seven Pounds,,7.91,2008,https://fwcdn.pl/fpo/99/74/459974/7380825_1.7.webp,Dramat
Avengers: Endgame,,7.9,2019,https://fwcdn.pl/fpo/05/42/790542/7881430_2.7.webp,Akcja;Sci-Fi
Cidade de Deus,,7.9,2002,https://fwcdn.pl/fpo/83/77/38377/6900691_1.7.webp,Dramat;Thriller
Snatch,,7.88,2000,https://fwcdn.pl/fpo/13/26/1326/7635628_1.7.webp,Komedia kryminalna
Rain Man,,7.87,1988,https://fwcdn.pl/fpo/10/08/1008/7521209_1.7.webp,Dramat;Komedia
The Devil's Advocate,,7.87,1997,https://fwcdn.pl/fpo/00/02/2/6956729_1.7.webp,Thriller
Monty Python and the Holy Grail,,7.86,1975,https://fwcdn.pl/fpo/10/96/1096/8097675_1.7.webp,Komedia;Kostiumowy;Przygodowy
Reservoir Dogs,,7.86,1992,https://fwcdn.pl/fpo/18/43/11843/8022333_1.7.webp,Thriller;Gangsterski
Full Metal Jacket,,7.86,1987,https://fwcdn.pl/fpo/86/25/8625/7183752_1.7.webp,Dramat;Wojenny
Spider-Man: Into the Spider-Verse,,7.85,2018,https://fwcdn.pl/fpo/32/33/743233/7866074_2.7.webp,Animacja;Akcja;Sci-Fi
Nuovo cinema Paradiso,,7.85,1988,https://fwcdn.pl/fpo/82/28/8228/7085935_1.7.webp,Dramat
The Godfather: Part III,,7.85,1990,https://fwcdn.pl/fpo/10/91/1091/7196617_1.7.webp,Dramat;Gangsterski
Star Wars,,7.85,1977,https://fwcdn.pl/fpo/07/59/759/8037811_1.7.webp,Przygodowy;Sci-Fi
Three Billboards Outside Ebbing, Missouri,,7.84,2017,https://fwcdn.pl/fpo/74/06/767406/7828023_2.7.webp,Dramat
Zootopia,,7.84,2016,https://fwcdn.pl/fpo/38/36/703836/7713593_2.7.webp,Animacja;Komedia;Przygodowy
Contratiempo,,7.84,2016,https://fwcdn.pl/fpo/42/87/754287/7799551_1.7.webp,Kryminał
Najlepszy,,7.83,2017,https://fwcdn.pl/fpo/27/00/772700/7802674_1.7.webp,Biograficzny;Obyczajowy;Sportowy
Klaus,,7.83,2019,https://fwcdn.pl/fpo/38/25/743825/7901228_1.7.webp,Animacja;Komedia;Przygodowy;Świąteczny
The Sting,,7.82,1973,https://fwcdn.pl/fpo/21/37/12137/7416704_1.7.webp,Komedia kryminalna
A Clockwork Orange,,7.82,1971,https://fwcdn.pl/fpo/12/75/1275/7183754_1.7.webp,Dramat;Sci-Fi
Prisoners,,7.82,2013,https://fwcdn.pl/fpo/71/69/507169/7568460_1.7.webp,Thriller
Catch Me If You Can,,7.82,2002,https://fwcdn.pl/fpo/23/62/32362/7519166_1.7.webp,Komedia kryminalna
Les choristes,,7.82,2004,https://fwcdn.pl/fpo/95/14/119514/6936984_2.7.webp,Dramat;Muzyczny
Shichinin no samurai,,7.82,1954,https://fwcdn.pl/fpo/13/69/31369/7731649_1.7.webp,Dramat
The Father,,7.82,2020,https://fwcdn.pl/fpo/54/69/835469/7959845_2.7.webp,Dramat
Enemy at the Gates,,7.81,2001,https://fwcdn.pl/fpo/54/21/5421/6926242_1.7.webp,Dramat;Wojenny
How to Train Your Dragon,,7.81,2010,https://fwcdn.pl/fpo/10/14/331014/7318652_2.7.webp,Animacja;Familijny;Fantasy;Przygodowy
Jak rozpętałem drugą wojnę światową,,7.81,1969,https://fwcdn.pl/fpo/65/31/6531/7863904_1.7.webp,Komedia;Przygodowy;Wojenny
Requiem for a Dream,,7.81,2000,https://fwcdn.pl/fpo/91/36/9136/6908595_1.7.webp,Dramat
Mononoke-hime,,7.81,1997,https://fwcdn.pl/fpo/09/71/971/8122752_1.7.webp,Fantasy;Przygodowy;Anime
La migliore offerta,,7.8,2013,https://fwcdn.pl/fpo/45/25/624525/7556850_1.7.webp,Dramat
Alien,,7.8,1979,https://fwcdn.pl/fpo/09/80/980/7518072_1.7.webp,Horror;Sci-Fi
Hauru no ugoku shiro,,7.8,2004,https://fwcdn.pl/fpo/87/10/128710/8122751_1.7.webp,Fantasy;Anime
Life of Brian,,7.8,1979,https://fwcdn.pl/fpo/10/99/1099/7364767_1.7.webp,Komedia
Shrek,,7.79,2001,https://fwcdn.pl/fpo/95/09/9509/7640796_1.7.webp,Animacja;Familijny;Komedia
Carlito's Way,,7.79,1993,https://fwcdn.pl/fpo/10/94/1094/7022344_1.7.webp,Gangsterski
Philadelphia,,7.79,1993,https://fwcdn.pl/fpo/12/22/1222/8022447_1.7.webp,Dramat
Girl, Interrupted,,7.79,1999,https://fwcdn.pl/fpo/08/82/882/6924573_1.7.webp,Biograficzny;Dramat;Psychologiczny
Into the Wild,,7.79,2007,https://fwcdn.pl/fpo/78/29/297829/7187777_2.7.webp,Biograficzny;Dramat;Przygodowy
Oppenheimer,,7.79,2023,https://fwcdn.pl/fpo/28/17/10002817/8120472_2.7.webp,Biograficzny;Dramat
Bohemian Rhapsody,,7.79,2018,https://fwcdn.pl/fpo/92/01/619201/7863180_2.7.webp,Biograficzny;Dramat;Muzyczny
The Sixth Sense,,7.78,1999,https://fwcdn.pl/fpo/08/25/825/6901015_1.7.webp,Thriller
Sleepers,,7.78,1996,https://fwcdn.pl/fpo/06/16/616/7268743_1.7.webp,Dramat;Thriller
Sami swoi,,7.78,1967,https://fwcdn.pl/fpo/11/13/1113/7728615_1.7.webp,Komedia obycz.
Fiddler on the Roof,,7.78,1971,https://fwcdn.pl/fpo/13/01/1301/7975903_1.7.webp,Dramat;Musical
Man on Fire,,7.78,2004,https://fwcdn.pl/fpo/70/49/107049/7127130_1.7.webp,Dramat;Sensacyjny
Chłopaki nie płaczą,,7.77,2000,https://fwcdn.pl/fpo/08/43/843/6901032_1.7.webp,Komedia;Sensacyjny
The Shining,,7.76,1980,https://fwcdn.pl/fpo/10/20/1020/7183753_1.7.webp,Horror
Taxi Driver,,7.76,1976,https://fwcdn.pl/fpo/10/46/1046/7943939_1.7.webp,Dramat
The Game,,7.76,1997,https://fwcdn.pl/fpo/00/62/62/7521204_1.7.webp,Thriller
Dead Poets Society,,7.76,1989,https://fwcdn.pl/fpo/12/62/1262/7332828_1.7.webp,Dramat
Primal Fear,,7.76,1996,https://fwcdn.pl/fpo/10/67/1067/7466036_1.7.webp,Dramat;Thriller
Dzień świra,,7.76,2002,https://fwcdn.pl/fpo/14/13/31413/6900422_1.7.webp,Dramat;Komedia;Psychologiczny
Law Abiding Citizen,,7.76,2009,https://fwcdn.pl/fpo/52/02/475202/7297945_2.7.webp,Thriller
Some Like It Hot,,7.75,1959,https://fwcdn.pl/fpo/06/71/30671/7311923_1.7.webp,Komedia
The Meaning of Life,,7.75,1983,https://fwcdn.pl/fpo/11/00/1100/7001740_1.7.webp,Komedia
Incendies,,7.75,2010,https://fwcdn.pl/fpo/22/63/512263/7351043_2.7.webp,Dramat;Wojenny
Gone with the Wind,,7.75,1939,https://fwcdn.pl/fpo/13/14/1314/7242054_1.7.webp,Kostiumowy;Melodramat
Room,,7.74,2015,https://fwcdn.pl/fpo/15/41/731541/7708550_1.7.webp,Dramat
Pink Floyd: The Wall,,7.74,1982,https://fwcdn.pl/fpo/86/73/8673/6923978_2.7.webp,Dramat;Muzyczny;Animacja dla dorosłych
Per qualche dollaro in più,,7.74,1965,https://fwcdn.pl/fpo/73/90/37390/7517915_1.7.webp,Western
Chłopi,,7.74,2023,https://fwcdn.pl/fpo/79/62/857962/8095499_2.7.webp,Animacja;Dramat
Hotaru no Haka,,7.74,1988,https://fwcdn.pl/fpo/46/55/34655/7589836_1.7.webp,Dramat;Anime
Tylko nie mów nikomu,,7.74,2019,https://fwcdn.pl/fpo/06/31/830631/7885650_1.7.webp,Dokumentalny
Ford v Ferrari,,7.74,2019,https://fwcdn.pl/fpo/57/91/705791/7888112_2.7.webp,Biograficzny;Dramat;Sportowy
Lock, Stock and Two Smoking Barrels,,7.73,1998,https://fwcdn.pl/fpo/07/47/747/7222553_1.7.webp,Komedia kryminalna
Seksmisja,,7.73,1983,https://fwcdn.pl/fpo/11/63/1163/8113551_1.7.webp,Komedia;Sci-Fi
Przesłuchanie,,7.73,1982,https://fwcdn.pl/fpo/12/00/1200/8068344_1.7.webp,Dramat;Polityczny
Top Gun: Maverick,,7.73,2022,https://fwcdn.pl/fpo/21/01/602101/8014563_2.7.webp,Akcja
Miś,,7.73,1980,https://fwcdn.pl/fpo/08/96/896/8029196_1.7.webp,Komedia
Black Hawk Down,,7.73,2001,https://fwcdn.pl/fpo/14/19/31419/7517902_1.7.webp,Dramat;Wojenny
Trainspotting,,7.72,1996,https://fwcdn.pl/fpo/09/89/989/7262129_1.7.webp,Dramat
The Butterfly Effect,,7.72,2004,https://fwcdn.pl/fpo/02/52/40252/7535972_1.7.webp,Thriller;Sci-Fi
Katedra,,7.72,2002,https://fwcdn.pl/fpo/47/73/34773/7569392_1.7.webp,Animacja;Krótkometrażowy
Mandariinid,,7.72,2013,https://fwcdn.pl/fpo/40/62/694062/7617388_1.7.webp,Dramat;Wojenny
Pirates of the Caribbean: The Curse of the Black Pearl,,7.72,2003,https://fwcdn.pl/fpo/73/09/37309/7515192_1.7.webp,Fantasy;Przygodowy
The Reader,,7.72,2008,https://fwcdn.pl/fpo/95/84/439584/7240104_2.7.webp,Melodramat
Million Dollar Baby,,7.72,2004,https://fwcdn.pl/fpo/36/97/123697/7517900_2.7.webp,Dramat
Pirates of the Caribbean: Dead Man's Chest,,7.71,2006,https://fwcdn.pl/fpo/74/04/107404/7518098_2.7.webp,Fantasy;Przygodowy
Unforgiven,,7.71,1992,https://fwcdn.pl/fpo/12/41/1241/8022079_1.7.webp,Western
Gone Girl,,7.71,2014,https://fwcdn.pl/fpo/54/09/695409/7641076_2.7.webp,Thriller
Blow,,7.71,2001,https://fwcdn.pl/fpo/42/58/4258/7175829_1.7.webp,Biograficzny;Dramat;Kryminał
Spider-Man: Across the Spider-Verse,,7.71,2023,https://fwcdn.pl/fpo/28/26/842826/8068847_1.7.webp,Animacja;Akcja;Sci-Fi
The King's Speech,,7.71,2010,https://fwcdn.pl/fpo/92/70/539270/7354200_1.7.webp,Biograficzny;Dramat historyczny
Rush,,7.71,2013,https://fwcdn.pl/fpo/82/62/628262/7577202_3.7.webp,Biograficzny;Dramat;Sportowy
Dallas Buyers Club,,7.71,2013,https://fwcdn.pl/fpo/78/59/657859/7597314_1.7.webp,Biograficzny;Dramat
Jagten,,7.71,2012,https://fwcdn.pl/fpo/03/18/640318/7534651_1.7.webp,Dramat obyczajowy
What's Eating Gilbert Grape,,7.71,1993,https://fwcdn.pl/fpo/12/36/1236/7521200_1.7.webp,Dramat
American Gangster,,7.71,2007,https://fwcdn.pl/fpo/01/30/130130/7338427_1.7.webp,Biograficzny;Dramat;Kryminał
The Illusionist,,7.7,2006,https://fwcdn.pl/fpo/36/57/203657/7586361_2.7.webp,Fantasy;Kostiumowy
The Grand Budapest Hotel,,7.7,2014,https://fwcdn.pl/fpo/18/17/661817/7591501_1.7.webp,Dramat;Komedia
The Wolf of Wall Street,,7.7,2013,https://fwcdn.pl/fpo/65/97/426597/7586610_1.7.webp,Biograficzny;Komedia kryminalna
The Mission,,7.7,1986,https://fwcdn.pl/fpo/10/37/1037/7166315_1.7.webp,Dramat;Kostiumowy
Kiler,,7.7,1997,https://fwcdn.pl/fpo/05/29/529/6900785_1.7.webp,Komedia;Sensacyjny
David Attenborough: A Life On Our Planet,,7.69,2020,https://fwcdn.pl/fpo/04/17/850417/7933589_1.7.webp,Dokumentalny;Przyrodniczy
The Boondock Saints,,7.69,1999,https://fwcdn.pl/fpo/02/13/10213/7301729_1.7.webp,Sensacyjny
Harry Potter and the Deathly Hallows: Part 2,,7.69,2011,https://fwcdn.pl/fpo/60/21/476021/7383312_1.7.webp,Familijny;Fantasy;Przygodowy
Samsara,,7.69,2011,https://fwcdn.pl/fpo/53/32/335332/7512871_2.7.webp,Dokumentalny
Gadające głowy,,7.69,1980,https://fwcdn.pl/fpo/54/61/35461/7247038_1.7.webp,Dokumentalny;Krótkometrażowy
Casablanca,,7.69,1942,https://fwcdn.pl/fpo/09/05/905/7289268_1.7.webp,Kryminał;Melodramat
Róża,,7.69,2011,https://fwcdn.pl/fpo/46/94/564694/7410707_1.7.webp,Dramat
Cafarnaúm,,7.68,2018,https://fwcdn.pl/fpo/76/22/807622/7873351_1.7.webp,Dramat
Sherlock Holmes,,7.68,2009,https://fwcdn.pl/fpo/60/62/426062/7423630_1.7.webp,Kryminał;Przygodowy
Inside Out,,7.68,2015,https://fwcdn.pl/fpo/21/70/682170/7692393_1.7.webp,Animacja;Komedia
Loving Vincent,,7.68,2017,https://fwcdn.pl/fpo/82/07/698207/7799420_1.7.webp,Animacja;Dramat;Kryminał
Symetria,,7.68,2003,https://fwcdn.pl/fpo/39/07/103907/7536865_2.7.webp,Dramat
Krótki film o zabijaniu,,7.68,1987,https://fwcdn.pl/fpo/11/57/1157/7879819_1.7.webp,Dramat;Psychologiczny
Changeling,,7.68,2008,https://fwcdn.pl/fpo/38/78/293878/7239133_1.7.webp,Dramat obyczajowy
Edward Scissorhands,,7.67,1990,https://fwcdn.pl/fpo/53/55/5355/7640252_1.7.webp,Dramat;Fantasy
A Bronx Tale,,7.67,1993,https://fwcdn.pl/fpo/10/31/1031/8063750_1.7.webp,Dramat;Gangsterski
Kimi no Na wa.,,7.67,2016,https://fwcdn.pl/fpo/00/82/760082/7782990_1.7.webp,Fantasy;Melodramat;Anime
The Dark Knight Rises,,7.67,2012,https://fwcdn.pl/fpo/67/56/506756/7476576_1.7.webp,Akcja;Sci-Fi
The Graduate,,7.67,1967,https://fwcdn.pl/fpo/10/42/1042/8108628_1.7.webp,Dramat obyczajowy
Wołyń,,7.67,2016,https://fwcdn.pl/fpo/46/94/724694/7750060_1.7.webp,Dramat;Wojenny
Rocky,,7.66,1976,https://fwcdn.pl/fpo/91/90/9190/7978038_1.7.webp,Dramat;Sportowy
Warrior,,7.66,2011,https://fwcdn.pl/fpo/93/38/499338/7431453_1.7.webp,Dramat;Sportowy
Raiders of the Lost Ark,,7.66,1981,https://fwcdn.pl/fpo/12/16/1216/7211116_1.7.webp,Przygodowy
In the Name of the Father,,7.66,1993,https://fwcdn.pl/fpo/12/31/1231/7716387_1.7.webp,Biograficzny;Dramat obyczajowy
C'era una volta il West,,7.66,1968,https://fwcdn.pl/fpo/44/06/4406/7282364_1.7.webp,Western
Pirates of the Caribbean: At World's End,,7.66,2007,https://fwcdn.pl/fpo/17/60/121760/7154556_1.7.webp,Fantasy;Przygodowy
The Curious Case of Benjamin Button,,7.65,2008,https://fwcdn.pl/fpo/33/83/123383/7232883_2.7.webp,Fantasy;Melodramat
Der Name der Rose,,7.65,1986,https://fwcdn.pl/fpo/13/19/1319/6944300_2.7.webp,Kryminał
Donnie Brasco,,7.65,1997,https://fwcdn.pl/fpo/05/16/516/7730453_1.7.webp,Biograficzny;Gangsterski
Breakfast at Tiffany's,,7.65,1961,https://fwcdn.pl/fpo/13/18/1318/7563681_1.7.webp,Melodramat
Dances with Wolves,,7.65,1990,https://fwcdn.pl/fpo/12/57/1257/7519666_1.7.webp,Western
Dług,,7.65,1999,https://fwcdn.pl/fpo/07/81/781/7679958_1.7.webp,Dramat;Psychologiczny
I Am Sam,,7.65,2001,https://fwcdn.pl/fpo/20/21/32021/7178065_1.7.webp,Dramat obyczajowy
Indiana Jones and the Last Crusade,,7.65,1989,https://fwcdn.pl/fpo/12/13/1213/6900207_1.7.webp,Przygodowy
Thor: Ragnarok,,7.65,2017,https://fwcdn.pl/fpo/79/70/707970/7810635_1.7.webp,Fantasy;Przygodowy
Song of the Sea,,7.65,2014,https://fwcdn.pl/fpo/24/76/622476/7695132_1.7.webp,Animacja;Familijny;Fantasy
Blade Runner,,7.64,1982,https://fwcdn.pl/fpo/07/34/734/7899618_1.7.webp,Thriller;Sci-Fi
Coach Carter,,7.64,2005,https://fwcdn.pl/fpo/19/36/121936/7672880_2.7.webp,Biograficzny;Dramat;Sportowy
Knives Out,,7.64,2019,https://fwcdn.pl/fpo/69/79/816979/7899863_1.7.webp,Dramat;Komedia;Kryminał
The Life of David Gale,,7.64,2003,https://fwcdn.pl/fpo/31/28/33128/7520037_1.7.webp,Dramat
Harry Potter and the Prisoner of Azkaban,,7.64,2004,https://fwcdn.pl/fpo/42/82/34282/7566198_1.7.webp,Familijny;Fantasy;Przygodowy
Mulan,,7.63,1998,https://fwcdn.pl/fpo/05/39/539/7491914_1.7.webp,Animacja;Fantasy;Przygodowy
Rear Window,,7.63,1954,https://fwcdn.pl/fpo/13/24/1324/7724646_1.7.webp,Psychologiczny;Dreszczowiec
The Girl with the Dragon Tattoo,,7.63,2011,https://fwcdn.pl/fpo/56/37/565637/7415108_1.7.webp,Kryminał;Thriller
Black Swan,,7.63,2010,https://fwcdn.pl/fpo/61/37/526137/7345525_1.7.webp,Dramat;Psychologiczny
Donnie Darko,,7.63,2001,https://fwcdn.pl/fpo/51/58/5158/7370965_2.7.webp,Dramat
Captain Phillips,,7.63,2013,https://fwcdn.pl/fpo/33/66/643366/7572039_1.7.webp,Biograficzny;Dramat
Kōkaku Kidōtai,,7.63,1995,https://fwcdn.pl/fpo/18/66/31866/8071159_1.7.webp,Akcja;Sci-Fi;Anime
Chinatown,,7.63,1974,https://fwcdn.pl/fpo/10/27/1027/7700844_1.7.webp,Kryminał;Film-Noir
Yip Man,,7.63,2008,https://fwcdn.pl/fpo/18/98/481898/7213235_1.7.webp,Biograficzny;Sztuki walki
Persona,,7.62,1966,https://fwcdn.pl/fpo/16/54/31654/7465674_1.7.webp,Dramat;Psychologiczny
The Blind Side,,7.62,2009,https://fwcdn.pl/fpo/43/98/394398/7327662_2.7.webp,Biograficzny;Dramat;Sportowy
Przypadek,,7.62,1981,https://fwcdn.pl/fpo/08/97/897/7337716_1.7.webp,Dramat;Psychologiczny;Polityczny
2001: A Space Odyssey,,7.62,1968,https://fwcdn.pl/fpo/14/58/1458/7592150_1.7.webp,Sci-Fi
Vabank,,7.62,1981,https://fwcdn.pl/fpo/11/46/1146/7997268_1.7.webp,Komedia kryminalna
How to Train Your Dragon 2,,7.62,2014,https://fwcdn.pl/fpo/43/22/574322/7609030_2.7.webp,Animacja;Familijny;Fantasy;Przygodowy
Mary and Max,,7.62,2009,https://fwcdn.pl/fpo/98/92/479892/7401674_2.7.webp,Animacja;Dramat;Komedia
Interview with the Vampire: The Vampire Chronicles,,7.62,1994,https://fwcdn.pl/fpo/10/02/1002/7314657_1.7.webp,Dramat;Horror
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,,7.61,1964,https://fwcdn.pl/fpo/51/85/5185/7733511_1.7.webp,Satyra
Singin' in the Rain,,7.61,1952,https://fwcdn.pl/fpo/08/62/30862/7710361_1.7.webp,Komedia;Musical;Romans
Ziemia obiecana,,7.61,1974,https://fwcdn.pl/fpo/10/73/1073/7086923_1.7.webp,Obyczajowy
7. Koğuştaki Mucize,,7.61,2019,https://fwcdn.pl/fpo/05/45/840545/7992957_2.7.webp,Dramat
A Perfect World,,7.61,1993,https://fwcdn.pl/fpo/51/66/5166/7468633_1.7.webp,Dramat
Empire of the Sun,,7.61,1987,https://fwcdn.pl/fpo/12/21/1221/7029406_1.7.webp,Dramat;Wojenny
Psy,,7.61,1992,https://fwcdn.pl/fpo/11/42/1142/7905480_1.7.webp,Sensacyjny
Pociąg,,7.61,1959,https://fwcdn.pl/fpo/87/18/8718/7867944_1.7.webp,Dramat;Psychologiczny
Boże Ciało,,7.61,2019,https://fwcdn.pl/fpo/88/63/808863/7897966_2.7.webp,Obyczajowy
End of Watch,,7.61,2012,https://fwcdn.pl/fpo/47/92/624792/7503197_1.7.webp,Kryminał;Thriller
The Bourne Ultimatum,,7.6,2007,https://fwcdn.pl/fpo/85/13/188513/7521195_2.7.webp,Sensacyjny
The Last Samurai,,7.6,2003,https://fwcdn.pl/fpo/64/47/36447/6929704_1.7.webp,Dramat historyczny
Taken,,7.6,2008,https://fwcdn.pl/fpo/10/89/401089/7199773_2.7.webp,Sensacyjny
Big Hero 6,,7.6,2014,https://fwcdn.pl/fpo/51/83/685183/7650070_2.7.webp,Animacja;Komedia;Akcja;Sci-Fi
American Beauty,,7.6,1999,https://fwcdn.pl/fpo/08/36/836/8021892_1.7.webp,Dramat;Komedia
9 rota,,7.6,2005,https://fwcdn.pl/fpo/15/25/181525/7536875_2.7.webp,Dramat;Wojenny
Mystic River,,7.59,2003,https://fwcdn.pl/fpo/71/12/97112/7527423_1.7.webp,Thriller
Roman Holiday,,7.59,1953,https://fwcdn.pl/fpo/93/08/9308/7844620_1.7.webp,Komedia rom.
K-PAX,,7.59,2001,https://fwcdn.pl/fpo/18/31/31831/6900454_1.7.webp,Dramat
The Untouchables,,7.59,1987,https://fwcdn.pl/fpo/10/36/1036/7525804_1.7.webp,Gangsterski
Wonder,,7.59,2017,https://fwcdn.pl/fpo/63/87/776387/7828164_2.7.webp,Dramat;Komedia;Obyczajowy
The Usual Suspects,,7.59,1995,https://fwcdn.pl/fpo/87/27/8727/7473654_1.7.webp,Kryminał;Thriller
Raging Bull,,7.59,1980,https://fwcdn.pl/fpo/10/44/1044/7367489_1.7.webp,Biograficzny;Dramat
Senna,,7.59,2010,https://fwcdn.pl/fpo/22/61/532261/7411888_2.7.webp,Biograficzny;Dokumentalny;Sportowy
Gifted,,7.59,2017,https://fwcdn.pl/fpo/61/52/756152/7791632_1.7.webp,Dramat
Meet Joe Black,,7.59,1998,https://fwcdn.pl/fpo/00/74/74/7987031_1.7.webp,Fantasy;Melodramat
The Hateful Eight,,7.59,2015,https://fwcdn.pl/fpo/41/92/714192/7715662_1.7.webp,Western
Nie ma mocnych,,7.58,1974,https://fwcdn.pl/fpo/09/73/973/7931585_1.7.webp,Komedia obycz.
Ray,,7.58,2004,https://fwcdn.pl/fpo/65/06/96506/6953598_1.7.webp,Biograficzny;Dramat;Muzyczny
The Hobbit: An Unexpected Journey,,7.58,2012,https://fwcdn.pl/fpo/32/17/343217/7509680_2.7.webp,Fantasy;Przygodowy
Hannibal,,7.58,2001,https://fwcdn.pl/fpo/15/02/1502/7175043_1.7.webp,Thriller
Tonari no Totoro,,7.58,1988,https://fwcdn.pl/fpo/46/56/34656/7180814_1.7.webp,Familijny;Anime
Iron Man,,7.58,2008,https://fwcdn.pl/fpo/25/41/122541/7885686_1.7.webp,Akcja;Sci-Fi
Dancer in the Dark,,7.57,2000,https://fwcdn.pl/fpo/14/17/1417/7533838_1.7.webp,Dramat;Musical
There Will Be Blood,,7.57,2007,https://fwcdn.pl/fpo/91/66/239166/7185094_2.7.webp,Dramat obyczajowy
So weit die Füße tragen,,7.57,2001,https://fwcdn.pl/fpo/37/61/93761/7383023_1.7.webp,Dramat;Wojenny
Pride & Prejudice,,7.57,2005,https://fwcdn.pl/fpo/54/87/125487/7530410_2.7.webp,Kostiumowy;Melodramat
Znachor,,7.56,1981,https://fwcdn.pl/fpo/11/75/1175/8069682_1.7.webp,Obyczajowy
Terminator 2: Judgment Day,,7.56,1991,https://fwcdn.pl/fpo/09/92/992/8112402_1.7.webp,Akcja;Sci-Fi
Perfetti sconosciuti,,7.56,2016,https://fwcdn.pl/fpo/27/25/752725/7768932_2.7.webp,Dramat;Komedia
The Matrix,,7.56,1999,https://fwcdn.pl/fpo/06/28/628/7685907_1.7.webp,Akcja;Sci-Fi
Chce się żyć,,7.56,2013,https://fwcdn.pl/fpo/89/82/648982/7566099_1.7.webp,Dramat
Ice Age,,7.56,2002,https://fwcdn.pl/fpo/20/14/32014/7048673_1.7.webp,Animacja;Komedia;Przygodowy
Jojo Rabbit,,7.56,2019,https://fwcdn.pl/fpo/74/17/817417/7911352_2.7.webp,Dramat;Komedia;Wojenny
Star Wars: Episode III - Revenge of the Sith,,7.56,2005,https://fwcdn.pl/fpo/59/82/5982/7718099_1.7.webp,Przygodowy;Sci-Fi
Dune,,7.56,2021,https://fwcdn.pl/fpo/94/76/469476/8151314.7.webp,Sci-Fi
Memoirs of a Geisha,,7.56,2005,https://fwcdn.pl/fpo/35/00/173500/7511208_1.7.webp,Melodramat
Demain tout commence,,7.55,2016,https://fwcdn.pl/fpo/70/40/757040/7784040_1.7.webp,Dramat;Komedia
Night on Earth,,7.55,1991,https://fwcdn.pl/fpo/81/71/8171/7989980_1.7.webp,Dramat;Komedia
Rosemary's Baby,,7.55,1968,https://fwcdn.pl/fpo/11/04/1104/7618278_1.7.webp,Horror;Psychologiczny
Cabaret,,7.55,1972,https://fwcdn.pl/fpo/13/13/1313/7878746_1.7.webp,Dramat;Musical
The Elephant Man,,7.55,1980,https://fwcdn.pl/fpo/10/87/1087/7907597_1.7.webp,Biograficzny;Dramat
Tangled,,7.55,2010,https://fwcdn.pl/fpo/28/32/122832/7343444_2.7.webp,Animacja;Familijny;Komedia;Musical
Papillon,,7.55,1973,https://fwcdn.pl/fpo/85/29/8529/7222021_2.7.webp,Biograficzny;Dramat;Przygodowy
The Great Dictator,,7.55,1940,https://fwcdn.pl/fpo/13/35/31335/7183103_1.7.webp,Dramat;Komedia
Southpaw,,7.55,2015,https://fwcdn.pl/fpo/99/66/609966/7700344_1.7.webp,Dramat;Sportowy
Baraka,,7.55,1992,https://fwcdn.pl/fpo/40/77/104077/6980381_1.7.webp,Dokumentalny
Crna mačka, beli mačor,,7.55,1998,https://fwcdn.pl/fpo/05/14/514/7231042_1.7.webp,Komedia rom.;Muzyczny
Hair,,7.54,1979,https://fwcdn.pl/fpo/60/01/6001/7252724_1.7.webp,Musical
Le sel de la terre,,7.54,2014,https://fwcdn.pl/fpo/93/49/709349/7708847_1.7.webp,Dokumentalny
Sherlock Holmes: A Game of Shadows,,7.54,2011,https://fwcdn.pl/fpo/68/64/556864/7417108_1.7.webp,Kryminał;Przygodowy
Oldeuboi,,7.54,2003,https://fwcdn.pl/fpo/50/59/115059/8140985.7.webp,Thriller
Aliens,,7.54,1986,https://fwcdn.pl/fpo/09/94/994/7518073_1.7.webp,Horror;Sci-Fi
Desert Flower,,7.54,2009,https://fwcdn.pl/fpo/56/16/495616/7715173_1.7.webp,Biograficzny;Dramat
Men of Honor,,7.54,2000,https://fwcdn.pl/fpo/05/85/30585/7536876_1.7.webp,Biograficzny;Dramat
The Bucket List,,7.54,2007,https://fwcdn.pl/fpo/26/01/372601/7664468_2.7.webp,Dramat;Komedia
WALL·E,,7.54,2008,https://fwcdn.pl/fpo/93/28/399328/7197316_2.7.webp,Animacja;Familijny;Sci-Fi
